,time_index,milemarker,volume,time,raw_volume,unix_time
76,76.0,53.3,3.0,2280.0,3.0,1702035481.0
77,77.0,53.3,3.0,2310.0,3.0,1702035511.0
78,78.0,53.3,3.0,2340.0,3.0,1702035541.0
79,79.0,53.3,3.0,2370.0,3.0,1702035571.0
80,80.0,53.3,2.0,2400.0,2.0,1702035601.0
81,81.0,53.3,1.0,2430.0,1.0,1702035631.0
82,82.0,53.3,1.0,2460.0,1.0,1702035661.0
83,83.0,53.3,5.0,2490.0,5.0,1702035691.0
84,84.0,53.3,1.0,2520.0,1.0,1702035721.0
85,85.0,53.3,1.0,2550.0,1.0,1702035751.0
86,86.0,53.3,2.0,2580.0,2.0,1702035781.0
87,87.0,53.3,0.0,2610.0,0.0,1702035811.0
88,88.0,53.3,1.0,2640.0,1.0,1702035841.0
89,89.0,53.3,2.0,2670.0,2.0,1702035871.0
90,90.0,53.3,1.0,2700.0,1.0,1702035901.0
91,91.0,53.3,0.0,2730.0,0.0,1702035931.0
92,92.0,53.3,4.0,2760.0,4.0,1702035961.0
93,93.0,53.3,1.0,2790.0,1.0,1702035991.0
94,94.0,53.3,0.0,2820.0,0.0,1702036021.0
95,95.0,53.3,0.0,2850.0,0.0,1702036051.0
96,96.0,53.3,1.0,2880.0,1.0,1702036081.0
97,97.0,53.3,1.0,2910.0,1.0,1702036111.0
98,98.0,53.3,0.0,2940.0,0.0,1702036141.0
99,99.0,53.3,2.0,2970.0,2.0,1702036171.0
100,100.0,53.3,1.0,3000.0,1.0,1702036201.0
101,101.0,53.3,2.0,3030.0,2.0,1702036231.0
102,102.0,53.3,0.0,3060.0,0.0,1702036261.0
103,103.0,53.3,2.0,3090.0,2.0,1702036291.0
104,104.0,53.3,0.0,3120.0,0.0,1702036321.0
105,105.0,53.3,3.0,3150.0,3.0,1702036351.0
106,106.0,53.3,2.0,3180.0,2.0,1702036381.0
107,107.0,53.3,2.0,3210.0,2.0,1702036411.0
108,108.0,53.3,3.0,3240.0,3.0,1702036441.0
109,109.0,53.3,1.0,3270.0,1.0,1702036471.0
110,110.0,53.3,1.0,3300.0,1.0,1702036501.0
111,111.0,53.3,0.0,3330.0,0.0,1702036531.0
112,112.0,53.3,0.0,3360.0,0.0,1702036561.0
113,113.0,53.3,2.0,3390.0,2.0,1702036591.0
114,114.0,53.3,1.0,3420.0,1.0,1702036621.0
115,115.0,53.3,2.0,3450.0,2.0,1702036651.0
116,116.0,53.3,1.0,3480.0,1.0,1702036681.0
117,117.0,53.3,3.0,3510.0,3.0,1702036711.0
118,118.0,53.3,2.0,3540.0,2.0,1702036741.0
119,119.0,53.3,3.0,3570.0,3.0,1702036771.0
120,120.0,53.3,0.0,3600.0,0.0,1702036801.0
121,121.0,53.3,1.0,3630.0,1.0,1702036831.0
122,122.0,53.3,0.0,3660.0,0.0,1702036861.0
123,123.0,53.3,3.0,3690.0,3.0,1702036891.0
124,124.0,53.3,2.0,3720.0,2.0,1702036921.0
125,125.0,53.3,2.0,3750.0,2.0,1702036951.0
126,126.0,53.3,1.0,3780.0,1.0,1702036981.0
127,127.0,53.3,0.0,3810.0,0.0,1702037011.0
128,128.0,53.3,0.0,3840.0,0.0,1702037041.0
129,129.0,53.3,1.0,3870.0,1.0,1702037071.0
130,130.0,53.3,0.0,3900.0,0.0,1702037101.0
131,131.0,53.3,1.0,3930.0,1.0,1702037131.0
132,132.0,53.3,1.0,3960.0,1.0,1702037161.0
133,133.0,53.3,2.0,3990.0,2.0,1702037191.0
134,134.0,53.3,4.0,4020.0,4.0,1702037221.0
135,135.0,53.3,0.0,4050.0,0.0,1702037251.0
136,136.0,53.3,2.0,4080.0,2.0,1702037281.0
137,137.0,53.3,2.0,4110.0,2.0,1702037311.0
138,138.0,53.3,1.0,4140.0,1.0,1702037341.0
139,139.0,53.3,1.0,4170.0,1.0,1702037371.0
140,140.0,53.3,0.0,4200.0,0.0,1702037401.0
141,141.0,53.3,0.0,4230.0,0.0,1702037431.0
142,142.0,53.3,0.0,4260.0,0.0,1702037461.0
143,143.0,53.3,0.0,4290.0,0.0,1702037491.0
144,144.0,53.3,1.0,4320.0,1.0,1702037521.0
145,145.0,53.3,3.0,4350.0,3.0,1702037551.0
146,146.0,53.3,3.0,4380.0,3.0,1702037581.0
147,147.0,53.3,0.0,4410.0,0.0,1702037611.0
148,148.0,53.3,1.0,4440.0,1.0,1702037641.0
149,149.0,53.3,1.0,4470.0,1.0,1702037671.0
150,150.0,53.3,0.0,4500.0,0.0,1702037701.0
151,151.0,53.3,2.0,4530.0,2.0,1702037731.0
152,152.0,53.3,1.0,4560.0,1.0,1702037761.0
153,153.0,53.3,1.0,4590.0,1.0,1702037791.0
154,154.0,53.3,0.0,4620.0,0.0,1702037821.0
155,155.0,53.3,1.0,4650.0,1.0,1702037851.0
156,156.0,53.3,0.0,4680.0,0.0,1702037881.0
157,157.0,53.3,3.0,4710.0,3.0,1702037911.0
158,158.0,53.3,0.0,4740.0,0.0,1702037941.0
159,159.0,53.3,0.0,4770.0,0.0,1702037971.0
160,160.0,53.3,2.0,4800.0,2.0,1702038001.0
161,161.0,53.3,1.0,4830.0,1.0,1702038031.0
162,162.0,53.3,4.0,4860.0,4.0,1702038061.0
163,163.0,53.3,0.0,4890.0,0.0,1702038091.0
164,164.0,53.3,1.0,4920.0,1.0,1702038121.0
165,165.0,53.3,1.0,4950.0,1.0,1702038151.0
166,166.0,53.3,1.0,4980.0,1.0,1702038181.0
167,167.0,53.3,2.0,5010.0,2.0,1702038211.0
168,168.0,53.3,0.0,5040.0,0.0,1702038241.0
169,169.0,53.3,0.0,5070.0,0.0,1702038271.0
170,170.0,53.3,0.0,5100.0,0.0,1702038301.0
171,171.0,53.3,1.0,5130.0,1.0,1702038331.0
172,172.0,53.3,0.0,5160.0,0.0,1702038361.0
173,173.0,53.3,0.0,5190.0,0.0,1702038391.0
174,174.0,53.3,1.0,5220.0,1.0,1702038421.0
175,175.0,53.3,0.0,5250.0,0.0,1702038451.0
176,176.0,53.3,0.0,5280.0,0.0,1702038481.0
177,177.0,53.3,1.0,5310.0,1.0,1702038511.0
178,178.0,53.3,0.0,5340.0,0.0,1702038541.0
179,179.0,53.3,4.0,5370.0,4.0,1702038571.0
180,180.0,53.3,0.0,5400.0,0.0,1702038601.0
181,181.0,53.3,1.0,5430.0,1.0,1702038631.0
182,182.0,53.3,2.0,5460.0,2.0,1702038661.0
183,183.0,53.3,1.0,5490.0,1.0,1702038691.0
184,184.0,53.3,0.0,5520.0,0.0,1702038721.0
185,185.0,53.3,1.0,5550.0,1.0,1702038751.0
186,186.0,53.3,1.0,5580.0,1.0,1702038781.0
187,187.0,53.3,1.0,5610.0,1.0,1702038811.0
188,188.0,53.3,1.0,5640.0,1.0,1702038841.0
189,189.0,53.3,1.0,5670.0,1.0,1702038871.0
190,190.0,53.3,4.0,5700.0,4.0,1702038901.0
191,191.0,53.3,2.0,5730.0,2.0,1702038931.0
192,192.0,53.3,4.0,5760.0,4.0,1702038961.0
193,193.0,53.3,1.0,5790.0,1.0,1702038991.0
194,194.0,53.3,1.0,5820.0,1.0,1702039021.0
195,195.0,53.3,1.0,5850.0,1.0,1702039051.0
196,196.0,53.3,0.0,5880.0,0.0,1702039081.0
197,197.0,53.3,0.0,5910.0,0.0,1702039111.0
198,198.0,53.3,1.0,5940.0,1.0,1702039141.0
199,199.0,53.3,1.0,5970.0,1.0,1702039171.0
200,200.0,53.3,2.0,6000.0,2.0,1702039201.0
201,201.0,53.3,1.0,6030.0,1.0,1702039231.0
202,202.0,53.3,1.0,6060.0,1.0,1702039261.0
203,203.0,53.3,0.0,6090.0,0.0,1702039291.0
204,204.0,53.3,2.0,6120.0,2.0,1702039321.0
205,205.0,53.3,1.0,6150.0,1.0,1702039351.0
206,206.0,53.3,1.0,6180.0,1.0,1702039381.0
207,207.0,53.3,2.0,6210.0,2.0,1702039411.0
208,208.0,53.3,0.0,6240.0,0.0,1702039441.0
209,209.0,53.3,1.0,6270.0,1.0,1702039471.0
210,210.0,53.3,0.0,6300.0,0.0,1702039501.0
211,211.0,53.3,2.0,6330.0,2.0,1702039531.0
212,212.0,53.3,1.0,6360.0,1.0,1702039561.0
213,213.0,53.3,2.0,6390.0,2.0,1702039591.0
214,214.0,53.3,1.0,6420.0,1.0,1702039621.0
215,215.0,53.3,0.0,6450.0,0.0,1702039651.0
216,216.0,53.3,0.0,6480.0,0.0,1702039681.0
217,217.0,53.3,3.0,6510.0,3.0,1702039711.0
218,218.0,53.3,1.0,6540.0,1.0,1702039741.0
219,219.0,53.3,1.0,6570.0,1.0,1702039771.0
220,220.0,53.3,2.0,6600.0,2.0,1702039801.0
221,221.0,53.3,1.0,6630.0,1.0,1702039831.0
222,222.0,53.3,3.0,6660.0,3.0,1702039861.0
223,223.0,53.3,0.0,6690.0,0.0,1702039891.0
224,224.0,53.3,0.0,6720.0,0.0,1702039921.0
225,225.0,53.3,1.0,6750.0,1.0,1702039951.0
226,226.0,53.3,3.0,6780.0,3.0,1702039981.0
227,227.0,53.3,0.0,6810.0,0.0,1702040011.0
228,228.0,53.3,1.0,6840.0,1.0,1702040041.0
229,229.0,53.3,2.0,6870.0,2.0,1702040071.0
230,230.0,53.3,0.0,6900.0,0.0,1702040101.0
231,231.0,53.3,1.0,6930.0,1.0,1702040131.0
232,232.0,53.3,3.0,6960.0,3.0,1702040161.0
233,233.0,53.3,2.0,6990.0,2.0,1702040191.0
234,234.0,53.3,0.0,7020.0,0.0,1702040221.0
235,235.0,53.3,2.0,7050.0,2.0,1702040251.0
236,236.0,53.3,1.0,7080.0,1.0,1702040281.0
237,237.0,53.3,1.0,7110.0,1.0,1702040311.0
238,238.0,53.3,1.0,7140.0,1.0,1702040341.0
239,239.0,53.3,3.0,7170.0,3.0,1702040371.0
240,240.0,53.3,0.0,7200.0,0.0,1702040401.0
241,241.0,53.3,0.0,7230.0,0.0,1702040431.0
242,242.0,53.3,0.0,7260.0,0.0,1702040461.0
243,243.0,53.3,0.0,7290.0,0.0,1702040491.0
244,244.0,53.3,0.0,7320.0,0.0,1702040521.0
245,245.0,53.3,2.0,7350.0,2.0,1702040551.0
246,246.0,53.3,0.0,7380.0,0.0,1702040581.0
247,247.0,53.3,0.0,7410.0,0.0,1702040611.0
248,248.0,53.3,2.0,7440.0,2.0,1702040641.0
249,249.0,53.3,3.0,7470.0,3.0,1702040671.0
250,250.0,53.3,0.0,7500.0,0.0,1702040701.0
251,251.0,53.3,2.0,7530.0,2.0,1702040731.0
252,252.0,53.3,2.0,7560.0,2.0,1702040761.0
253,253.0,53.3,1.0,7590.0,1.0,1702040791.0
254,254.0,53.3,2.0,7620.0,2.0,1702040821.0
255,255.0,53.3,0.0,7650.0,0.0,1702040851.0
256,256.0,53.3,0.0,7680.0,0.0,1702040881.0
257,257.0,53.3,1.0,7710.0,1.0,1702040911.0
258,258.0,53.3,2.0,7740.0,2.0,1702040941.0
259,259.0,53.3,2.0,7770.0,2.0,1702040971.0
260,260.0,53.3,1.0,7800.0,1.0,1702041001.0
261,261.0,53.3,0.0,7830.0,0.0,1702041031.0
262,262.0,53.3,0.0,7860.0,0.0,1702041061.0
263,263.0,53.3,0.0,7890.0,0.0,1702041091.0
264,264.0,53.3,0.0,7920.0,0.0,1702041121.0
265,265.0,53.3,1.0,7950.0,1.0,1702041151.0
266,266.0,53.3,1.0,7980.0,1.0,1702041181.0
267,267.0,53.3,0.0,8010.0,0.0,1702041211.0
268,268.0,53.3,0.0,8040.0,0.0,1702041241.0
269,269.0,53.3,0.0,8070.0,0.0,1702041271.0
270,270.0,53.3,0.0,8100.0,0.0,1702041301.0
271,271.0,53.3,1.0,8130.0,1.0,1702041331.0
272,272.0,53.3,1.0,8160.0,1.0,1702041361.0
273,273.0,53.3,4.0,8190.0,4.0,1702041391.0
274,274.0,53.3,1.0,8220.0,1.0,1702041421.0
275,275.0,53.3,2.0,8250.0,2.0,1702041451.0
276,276.0,53.3,0.0,8280.0,0.0,1702041481.0
277,277.0,53.3,0.0,8310.0,0.0,1702041511.0
278,278.0,53.3,0.0,8340.0,0.0,1702041541.0
279,279.0,53.3,0.0,8370.0,0.0,1702041571.0
280,280.0,53.3,0.0,8400.0,0.0,1702041601.0
281,281.0,53.3,0.0,8430.0,0.0,1702041631.0
282,282.0,53.3,1.0,8460.0,1.0,1702041661.0
283,283.0,53.3,0.0,8490.0,0.0,1702041691.0
284,284.0,53.3,1.0,8520.0,1.0,1702041721.0
285,285.0,53.3,0.0,8550.0,0.0,1702041751.0
286,286.0,53.3,2.0,8580.0,2.0,1702041781.0
287,287.0,53.3,0.0,8610.0,0.0,1702041811.0
288,288.0,53.3,1.0,8640.0,1.0,1702041841.0
289,289.0,53.3,1.0,8670.0,1.0,1702041871.0
290,290.0,53.3,2.0,8700.0,2.0,1702041901.0
291,291.0,53.3,0.0,8730.0,0.0,1702041931.0
292,292.0,53.3,0.0,8760.0,0.0,1702041961.0
293,293.0,53.3,0.0,8790.0,0.0,1702041991.0
294,294.0,53.3,1.0,8820.0,1.0,1702042021.0
295,295.0,53.3,2.0,8850.0,2.0,1702042051.0
296,296.0,53.3,1.0,8880.0,1.0,1702042081.0
297,297.0,53.3,1.0,8910.0,1.0,1702042111.0
298,298.0,53.3,2.0,8940.0,2.0,1702042141.0
299,299.0,53.3,1.0,8970.0,1.0,1702042171.0
300,300.0,53.3,1.0,9000.0,1.0,1702042201.0
301,301.0,53.3,2.0,9030.0,2.0,1702042231.0
302,302.0,53.3,1.0,9060.0,1.0,1702042261.0
303,303.0,53.3,0.0,9090.0,0.0,1702042291.0
304,304.0,53.3,0.0,9120.0,0.0,1702042321.0
305,305.0,53.3,0.0,9150.0,0.0,1702042351.0
306,306.0,53.3,2.0,9180.0,2.0,1702042381.0
307,307.0,53.3,0.0,9210.0,0.0,1702042411.0
308,308.0,53.3,1.0,9240.0,1.0,1702042441.0
309,309.0,53.3,3.0,9270.0,3.0,1702042471.0
310,310.0,53.3,1.0,9300.0,1.0,1702042501.0
311,311.0,53.3,0.0,9330.0,0.0,1702042531.0
312,312.0,53.3,1.0,9360.0,1.0,1702042561.0
313,313.0,53.3,3.0,9390.0,3.0,1702042591.0
314,314.0,53.3,2.0,9420.0,2.0,1702042621.0
315,315.0,53.3,2.0,9450.0,2.0,1702042651.0
316,316.0,53.3,1.0,9480.0,1.0,1702042681.0
317,317.0,53.3,1.0,9510.0,1.0,1702042711.0
318,318.0,53.3,2.0,9540.0,2.0,1702042741.0
319,319.0,53.3,0.0,9570.0,0.0,1702042771.0
320,320.0,53.3,0.0,9600.0,0.0,1702042801.0
321,321.0,53.3,2.0,9630.0,2.0,1702042831.0
322,322.0,53.3,0.0,9660.0,0.0,1702042861.0
323,323.0,53.3,0.0,9690.0,0.0,1702042891.0
324,324.0,53.3,0.0,9720.0,0.0,1702042921.0
325,325.0,53.3,2.0,9750.0,2.0,1702042951.0
326,326.0,53.3,2.0,9780.0,2.0,1702042981.0
327,327.0,53.3,1.0,9810.0,1.0,1702043011.0
328,328.0,53.3,0.0,9840.0,0.0,1702043041.0
329,329.0,53.3,0.0,9870.0,0.0,1702043071.0
330,330.0,53.3,0.0,9900.0,0.0,1702043101.0
331,331.0,53.3,1.0,9930.0,1.0,1702043131.0
332,332.0,53.3,1.0,9960.0,1.0,1702043161.0
333,333.0,53.3,1.0,9990.0,1.0,1702043191.0
334,334.0,53.3,0.0,10020.0,0.0,1702043221.0
335,335.0,53.3,1.0,10050.0,1.0,1702043251.0
336,336.0,53.3,0.0,10080.0,0.0,1702043281.0
337,337.0,53.3,0.0,10110.0,0.0,1702043311.0
338,338.0,53.3,0.0,10140.0,0.0,1702043341.0
339,339.0,53.3,1.0,10170.0,1.0,1702043371.0
340,340.0,53.3,1.0,10200.0,1.0,1702043401.0
341,341.0,53.3,2.0,10230.0,2.0,1702043431.0
342,342.0,53.3,3.0,10260.0,3.0,1702043461.0
343,343.0,53.3,1.0,10290.0,1.0,1702043491.0
344,344.0,53.3,1.0,10320.0,1.0,1702043521.0
345,345.0,53.3,0.0,10350.0,0.0,1702043551.0
346,346.0,53.3,0.0,10380.0,0.0,1702043581.0
347,347.0,53.3,1.0,10410.0,1.0,1702043611.0
348,348.0,53.3,1.0,10440.0,1.0,1702043641.0
349,349.0,53.3,0.0,10470.0,0.0,1702043671.0
350,350.0,53.3,0.0,10500.0,0.0,1702043701.0
351,351.0,53.3,1.0,10530.0,1.0,1702043731.0
352,352.0,53.3,1.0,10560.0,1.0,1702043761.0
353,353.0,53.3,2.0,10590.0,2.0,1702043791.0
354,354.0,53.3,1.0,10620.0,1.0,1702043821.0
355,355.0,53.3,1.0,10650.0,1.0,1702043851.0
356,356.0,53.3,0.0,10680.0,0.0,1702043881.0
357,357.0,53.3,1.0,10710.0,1.0,1702043911.0
358,358.0,53.3,2.0,10740.0,2.0,1702043941.0
359,359.0,53.3,0.0,10770.0,0.0,1702043971.0
360,360.0,53.3,0.0,10800.0,0.0,1702044001.0
361,361.0,53.3,1.0,10830.0,1.0,1702044031.0
362,362.0,53.3,1.0,10860.0,1.0,1702044061.0
363,363.0,53.3,1.0,10890.0,1.0,1702044091.0
364,364.0,53.3,0.0,10920.0,0.0,1702044121.0
365,365.0,53.3,0.0,10950.0,0.0,1702044151.0
366,366.0,53.3,1.0,10980.0,1.0,1702044181.0
367,367.0,53.3,2.0,11010.0,2.0,1702044211.0
368,368.0,53.3,2.0,11040.0,2.0,1702044241.0
369,369.0,53.3,5.0,11070.0,5.0,1702044271.0
370,370.0,53.3,0.0,11100.0,0.0,1702044301.0
371,371.0,53.3,0.0,11130.0,0.0,1702044331.0
372,372.0,53.3,2.0,11160.0,2.0,1702044361.0
373,373.0,53.3,1.0,11190.0,1.0,1702044391.0
374,374.0,53.3,0.0,11220.0,0.0,1702044421.0
375,375.0,53.3,1.0,11250.0,1.0,1702044451.0
376,376.0,53.3,0.0,11280.0,0.0,1702044481.0
377,377.0,53.3,3.0,11310.0,3.0,1702044511.0
378,378.0,53.3,2.0,11340.0,2.0,1702044541.0
379,379.0,53.3,1.0,11370.0,1.0,1702044571.0
380,380.0,53.3,2.0,11400.0,2.0,1702044601.0
381,381.0,53.3,1.0,11430.0,1.0,1702044631.0
382,382.0,53.3,2.0,11460.0,2.0,1702044661.0
383,383.0,53.3,3.0,11490.0,3.0,1702044691.0
384,384.0,53.3,1.0,11520.0,1.0,1702044721.0
385,385.0,53.3,1.0,11550.0,1.0,1702044751.0
386,386.0,53.3,2.0,11580.0,2.0,1702044781.0
387,387.0,53.3,2.0,11610.0,2.0,1702044811.0
388,388.0,53.3,0.0,11640.0,0.0,1702044841.0
389,389.0,53.3,2.0,11670.0,2.0,1702044871.0
390,390.0,53.3,2.0,11700.0,2.0,1702044901.0
391,391.0,53.3,0.0,11730.0,0.0,1702044931.0
392,392.0,53.3,1.0,11760.0,1.0,1702044961.0
393,393.0,53.3,1.0,11790.0,1.0,1702044991.0
394,394.0,53.3,1.0,11820.0,1.0,1702045021.0
395,395.0,53.3,1.0,11850.0,1.0,1702045051.0
396,396.0,53.3,1.0,11880.0,1.0,1702045081.0
397,397.0,53.3,0.0,11910.0,0.0,1702045111.0
398,398.0,53.3,0.0,11940.0,0.0,1702045141.0
399,399.0,53.3,0.0,11970.0,0.0,1702045171.0
400,400.0,53.3,1.0,12000.0,1.0,1702045201.0
401,401.0,53.3,0.0,12030.0,0.0,1702045231.0
402,402.0,53.3,3.0,12060.0,3.0,1702045261.0
403,403.0,53.3,1.0,12090.0,1.0,1702045291.0
404,404.0,53.3,1.0,12120.0,1.0,1702045321.0
405,405.0,53.3,0.0,12150.0,0.0,1702045351.0
406,406.0,53.3,1.0,12180.0,1.0,1702045381.0
407,407.0,53.3,1.0,12210.0,1.0,1702045411.0
408,408.0,53.3,0.0,12240.0,0.0,1702045441.0
409,409.0,53.3,0.0,12270.0,0.0,1702045471.0
410,410.0,53.3,3.0,12300.0,3.0,1702045501.0
411,411.0,53.3,0.0,12330.0,0.0,1702045531.0
412,412.0,53.3,0.0,12360.0,0.0,1702045561.0
413,413.0,53.3,1.0,12390.0,1.0,1702045591.0
414,414.0,53.3,1.0,12420.0,1.0,1702045621.0
415,415.0,53.3,1.0,12450.0,1.0,1702045651.0
416,416.0,53.3,3.0,12480.0,3.0,1702045681.0
417,417.0,53.3,2.0,12510.0,2.0,1702045711.0
418,418.0,53.3,0.0,12540.0,0.0,1702045741.0
419,419.0,53.3,0.0,12570.0,0.0,1702045771.0
420,420.0,53.3,2.0,12600.0,2.0,1702045801.0
421,421.0,53.3,0.0,12630.0,0.0,1702045831.0
422,422.0,53.3,1.0,12660.0,1.0,1702045861.0
423,423.0,53.3,1.0,12690.0,1.0,1702045891.0
424,424.0,53.3,2.0,12720.0,2.0,1702045921.0
425,425.0,53.3,1.0,12750.0,1.0,1702045951.0
426,426.0,53.3,0.0,12780.0,0.0,1702045981.0
427,427.0,53.3,0.0,12810.0,0.0,1702046011.0
428,428.0,53.3,2.0,12840.0,2.0,1702046041.0
429,429.0,53.3,0.0,12870.0,0.0,1702046071.0
430,430.0,53.3,0.0,12900.0,0.0,1702046101.0
431,431.0,53.3,1.0,12930.0,1.0,1702046131.0
432,432.0,53.3,1.0,12960.0,1.0,1702046161.0
433,433.0,53.3,0.0,12990.0,0.0,1702046191.0
434,434.0,53.3,0.0,13020.0,0.0,1702046221.0
435,435.0,53.3,1.0,13050.0,1.0,1702046251.0
436,436.0,53.3,1.0,13080.0,1.0,1702046281.0
437,437.0,53.3,1.0,13110.0,1.0,1702046311.0
438,438.0,53.3,2.0,13140.0,2.0,1702046341.0
439,439.0,53.3,0.0,13170.0,0.0,1702046371.0
440,440.0,53.3,2.0,13200.0,2.0,1702046401.0
441,441.0,53.3,1.0,13230.0,1.0,1702046431.0
442,442.0,53.3,0.0,13260.0,0.0,1702046461.0
443,443.0,53.3,1.0,13290.0,1.0,1702046491.0
444,444.0,53.3,1.0,13320.0,1.0,1702046521.0
445,445.0,53.3,0.0,13350.0,0.0,1702046551.0
446,446.0,53.3,2.0,13380.0,2.0,1702046581.0
447,447.0,53.3,2.0,13410.0,2.0,1702046611.0
448,448.0,53.3,2.0,13440.0,2.0,1702046641.0
449,449.0,53.3,2.0,13470.0,2.0,1702046671.0
450,450.0,53.3,2.0,13500.0,2.0,1702046701.0
451,451.0,53.3,0.0,13530.0,0.0,1702046731.0
452,452.0,53.3,1.0,13560.0,1.0,1702046761.0
453,453.0,53.3,0.0,13590.0,0.0,1702046791.0
454,454.0,53.3,1.0,13620.0,1.0,1702046821.0
455,455.0,53.3,2.0,13650.0,2.0,1702046851.0
456,456.0,53.3,1.0,13680.0,1.0,1702046881.0
457,457.0,53.3,1.0,13710.0,1.0,1702046911.0
458,458.0,53.3,0.0,13740.0,0.0,1702046941.0
459,459.0,53.3,1.0,13770.0,1.0,1702046971.0
460,460.0,53.3,2.0,13800.0,2.0,1702047001.0
461,461.0,53.3,1.0,13830.0,1.0,1702047031.0
462,462.0,53.3,0.0,13860.0,0.0,1702047061.0
463,463.0,53.3,1.0,13890.0,1.0,1702047091.0
464,464.0,53.3,1.0,13920.0,1.0,1702047121.0
465,465.0,53.3,0.0,13950.0,0.0,1702047151.0
